Sensor Type,Sample Time [ns],val1,val2,val3
w,92313646430592,0.6542969,1.0380859,0.2734375
a,92313697278206,-2.5449219,-9.1875,-1.1875
b,92313661399361,202.875,0.2998047,-317.25
w,92313656530592,0.52978516,1.0371094,0.22241211
a,92313707378206,-2.5175781,-9.7578125,-0.86621094
b,92313671499361,202.0,0.2998047,-316.5
w,92313666630592,0.36499023,1.0332031,0.19470215
a,92313717478206,-2.5351562,-10.34375,-1.3183594
b,92313681599361,202.0,0.2998047,-316.5
w,92313676730592,0.36914062,1.0888672,0.17553711
a,92313727578206,-2.5292969,-10.3671875,-1.8886719
b,92313691699361,202.875,0.5996094,-316.75
w,92313686830592,0.4350586,1.1201172,0.14892578
a,92313737678206,-2.484375,-9.640625,-1.2519531
b,92313701799361,202.875,0.5996094,-316.75
w,92313696930592,0.46289062,1.0869141,0.17236328
a,92313747778206,-2.6582031,-9.28125,-0.4260254
b,92313711899361,201.75,1.1992188,-317.5
w,92313707030592,0.42651367,1.0732422,0.1829834
a,92313757878206,-2.71875,-9.703125,-0.66552734
b,92313721999361,201.75,1.1992188,-317.5
w,92313717130592,0.3605957,1.046875,0.1394043
a,92313767978206,-2.3984375,-10.03125,-1.0263672
b,92313732099361,202.25,2.0996094,-316.0
w,92313727230592,0.39794922,0.99072266,0.11065674
a,92313778078206,-2.1347656,-9.4453125,-0.9165039
b,92313742199361,201.875,0.89990234,-316.75
w,92313737330592,0.47558594,0.9765625,0.123413086
a,92313788178206,-2.0957031,-8.8984375,-0.8330078
b,92313752299361,201.875,0.89990234,-316.75
w,92313747430592,0.45117188,0.97998047,0.111694336
a,92313798278206,-2.0410156,-8.7890625,-0.8925781
b,92313762399361,201.375,1.7998047,-315.25
w,92313757530592,0.25317383,0.9628906,0.09893799
a,92313808378206,-1.9482422,-8.9765625,-0.99072266
b,92313772499361,201.375,1.7998047,-315.25
w,92313767630592,0.05319214,0.96191406,0.11810303
a,92313818478206,-1.9052734,-9.390625,-1.1943359
b,92313782599361,202.625,0.2998047,-316.75
w,92313777730592,-0.00957489,0.9863281,0.14038086
a,92313828578206,-1.8408203,-9.671875,-1.5439453
b,92313792699361,202.625,0.2998047,-316.75
w,92313787830592,0.060638428,1.0253906,0.16174316
a,92313838678206,-1.9150391,-9.671875,-1.453125
b,92313802799361,201.875,0.89990234,-314.25
w,92313797930592,0.22131348,1.0791016,0.19360352
a,92313848778206,-2.3007812,-9.625,-0.8256836
b,92313812899361,201.875,0.89990234,-314.25
w,92313808030592,0.41064453,1.125,0.22338867
a,92313858878206,-2.7753906,-9.921875,-0.7084961
b,92313822999361,200.5,1.5,-315.0
w,92313818130592,0.57958984,1.1572266,0.22241211
a,92313868978206,-3.0019531,-10.2265625,-0.57421875
b,92313833099361,201.375,1.5,-315.25
w,92313828230592,0.73095703,1.109375,0.19787598
a,92313879078206,-2.8125,-9.9609375,-0.51953125
b,92313843199361,201.375,1.5,-315.25
w,92313838330592,0.8256836,1.0166016,0.17871094
a,92313889178206,-2.4921875,-9.4453125,-0.48120117
b,92313853299361,201.375,0.89990234,-315.25
w,92313848430592,0.78515625,0.93408203,0.12976074
a,92313899278206,-2.3339844,-9.0078125,-0.4428711
b,92313863399361,201.375,0.89990234,-315.25
w,92313858530592,0.5253906,0.86083984,0.09893799
a,92313909378206,-2.2597656,-8.71875,-0.44750977
b,92313873499361,200.875,0.89990234,-316.0
w,92313868630592,0.14257812,0.79248047,0.09680176
a,92313919478206,-2.1132812,-8.7734375,-0.4404297
b,92313883599361,200.875,0.89990234,-316.0
w,92313878730592,-0.19250488,0.75439453,0.09466553
a,92313929578206,-2.0722656,-9.140625,-0.36865234
b,92313893699361,200.875,0.89990234,-315.0
w,92313888830592,-0.38305664,0.7626953,0.10424805
a,92313939678206,-2.3046875,-9.5703125,-0.1340332
b,92313903799361,200.875,0.89990234,-315.0
w,92313898930592,-0.38500977,0.7807617,0.12451172
a,92313949778206,-2.6484375,-9.9140625,0.17468262
b,92313913899361,201.875,1.7998047,-313.75
w,92313909030592,-0.2265625,0.77001953,0.14782715
a,92313959878206,-2.7304688,-10.0546875,0.1986084
b,92313923999361,199.75,1.1992188,-313.0
w,92313919130592,0.015960693,0.7338867,0.15209961
a,92313969978206,-2.609375,-9.9296875,0.12683105
b,92313934099361,199.75,1.1992188,-313.0
w,92313929230592,0.26708984,0.67578125,0.14685059
a,92313980078206,-2.4453125,-9.75,0.09814453
b,92313944199361,200.0,0.89990234,-314.5
w,92313939330592,0.453125,0.61083984,0.14685059
a,92313990178206,-2.4042969,-9.5859375,-0.01675415
b,92313954299361,200.0,0.89990234,-314.5
w,92313949430592,0.54345703,0.56933594,0.14355469
a,92314000278206,-2.2773438,-9.4296875,-0.27270508
b,92313964399361,201.0,1.5,-314.0
w,92313959530592,0.6010742,0.5649414,0.14038086
a,92314010378206,-2.1445312,-9.4609375,-0.49316406
b,92313974499361,201.0,1.5,-314.0
w,92313969630592,0.6352539,0.5883789,0.12976074
a,92314020478206,-2.1601562,-9.5703125,-0.33032227
b,92313984599361,200.875,1.1992188,-315.5
w,92313979730592,0.64990234,0.6171875,0.12023926
a,92314030578206,-2.3554688,-9.6796875,-0.28710938
b,92313994699361,200.875,1.1992188,-315.5
w,92313989830592,0.65722656,0.65722656,0.12768555
a,92314040678206,-2.5488281,-9.828125,-0.19384766
b,92314004799361,199.25,2.0996094,-313.5
w,92313999930592,0.703125,0.67578125,0.123413086
a,92314050778206,-2.7011719,-10.0546875,-0.08135986
b,92314014899361,199.625,2.3984375,-314.5
w,92314010030592,0.77783203,0.66259766,0.123413086
a,92314060878206,-2.6933594,-10.3359375,-0.25610352
b,92314024999361,199.625,2.3984375,-314.5
w,92314020130592,0.8417969,0.6435547,0.1149292
a,92314070978206,-2.609375,-10.375,-0.5551758
b,92314035099361,199.25,2.0996094,-315.75
w,92314030230592,0.8691406,0.640625,0.09466553
a,92314081078206,-2.4296875,-9.828125,-1.1005859
b,92314045199361,199.25,2.0996094,-315.75
w,92314040330592,0.85839844,0.67041016,0.10638428
a,92314091178206,-2.4296875,-9.828125,-1.1005859
b,92314055299361,200.375,3.0,-316.5
w,92314050430592,0.75634766,0.7211914,0.09893799
a,92314101278206,-2.4296875,-9.2890625,-1.1748047
b,92314065399361,200.375,3.0,-316.5
w,92314060530592,0.5341797,0.72021484,0.07128906
a,92314111378206,-2.546875,-9.109375,-0.34472656
b,92314075499361,199.0,2.6992188,-315.25
w,92314070630592,0.21166992,0.72558594,0.07446289
a,92314121478206,-2.6230469,-9.0703125,-0.028717041
b,92314085599361,199.0,2.6992188,-315.25
w,92314080730592,0.21166992,0.72558594,0.07446289
a,92314131578206,-2.671875,-9.2421875,-0.2800293
b,92314095699361,199.0,2.3984375,-317.0
w,92314090830592,-0.06488037,0.7084961,0.061706543
a,92314141678206,-2.4746094,-9.484375,-0.51220703
b,92314105799361,199.5,2.3984375,-316.75
w,92314100930592,-0.20007324,0.65722656,0.06274414
a,92314151778206,-2.3144531,-9.6015625,-0.45239258
b,92314115899361,199.5,2.3984375,-316.75
w,92314111030592,-0.24682617,0.6352539,0.08721924
a,92314161878206,-2.3964844,-9.59375,0.06222534
b,92314125999361,198.625,2.3984375,-313.5
w,92314121130592,-0.2244873,0.6245117,0.10424805
a,92314171978206,-2.5058594,-9.6484375,0.2536621
b,92314136099361,198.625,2.3984375,-313.5
w,92314131230592,-0.12866211,0.61279297,0.119140625
a,92314182078206,-2.5039062,-9.9296875,0.05026245
b,92314146199361,199.25,2.0996094,-314.5
w,92314141330592,0.01701355,0.60302734,0.08831787
a,92314192178206,-2.4316406,-10.078125,-0.08135986
b,92314156299361,199.25,2.0996094,-314.5
w,92314151430592,0.18835449,0.5786133,0.06384277
a,92314202278206,-2.4316406,-9.7265625,-0.035888672
b,92314166399361,199.625,1.7998047,-315.75
w,92314161530592,0.31274414,0.5541992,0.0925293
a,92314212378206,-2.5195312,-9.2734375,0.07659912
b,92314176499361,199.625,1.7998047,-315.75
w,92314171630592,0.33398438,0.5361328,0.10852051
a,92314222478206,-2.4785156,-9.1171875,0.19152832
b,92314186599361,198.75,3.0,-315.0
w,92314181730592,0.25317383,0.5209961,0.08831787
a,92314232578206,-2.3828125,-9.28125,0.2775879
b,92314196699361,198.75,3.0,-315.0
w,92314191830592,0.15209961,0.5307617,0.07763672
a,92314242678206,-2.5605469,-9.5546875,0.5913086
b,92314206799361,199.25,2.3984375,-315.75
w,92314201930592,0.0914917,0.5444336,0.07342529
a,92314252778206,-2.7734375,-9.9453125,0.89990234
b,92314216899361,197.75,3.0,-316.0
w,92314212030592,0.12768555,0.5161133,0.07019043
a,92314262878206,-2.7832031,-10.21875,0.8354492
b,92314226999361,197.75,3.0,-316.0
w,92314222130592,0.22131348,0.47875977,0.061706543
a,92314272978206,-2.6972656,-10.2421875,0.69628906
b,92314237099361,197.875,3.0,-316.5
w,92314232230592,0.35961914,0.42993164,0.048950195
a,92314283078206,-2.5996094,-9.96875,0.6533203
b,92314247199361,197.875,3.0,-316.5
w,92314242330592,0.45751953,0.3701172,0.056396484
a,92314293178206,-2.5273438,-9.46875,0.5839844
b,92314257299361,198.375,2.6992188,-315.0
w,92314252430592,0.4309082,0.3244629,0.06915283
a,92314303278206,-2.4980469,-9.15625,0.6220703
b,92314267399361,198.375,2.6992188,-315.0
w,92314262530592,0.2775879,0.2788086,0.06488037
a,92314313378206,-2.4921875,-9.171875,0.6484375
b,92314277499361,197.875,2.6992188,-315.75
w,92314272630592,0.048950195,0.22021484,0.05532837
a,92314323478206,-2.4433594,-9.4453125,0.6245117
b,92314287599361,197.875,2.6992188,-315.75
w,92314282730592,-0.11383057,0.17553711,0.05001831
a,92314333578206,-2.4433594,-9.7578125,0.6152344
b,92314297699361,198.75,2.0996094,-313.75
w,92314292830592,-0.17126465,0.14782715,0.037231445
a,92314343678206,-2.421875,-9.8046875,0.5888672
b,92314307799361,198.125,2.3984375,-315.5
w,92314302930592,-0.13830566,0.12658691,0.027664185
a,92314353778206,-2.4414062,-9.859375,0.57910156
b,92314317899361,198.125,2.3984375,-315.5
w,92314313030592,-0.044677734,0.10638428,0.02659607
a,92314363878206,-2.515625,-9.953125,0.3876953
b,92314327999361,198.25,2.3984375,-315.25
w,92314323130592,0.07873535,0.07873535,0.013832092
a,92314373978206,-2.515625,-9.96875,0.052642822
b,92314338099361,198.25,2.3984375,-315.25
w,92314333230592,0.17663574,0.048950195,0.0010633469
a,92314384078206,-2.5175781,-9.7109375,-0.08618164
b,92314348199361,198.75,2.0996094,-316.0
w,92314343330592,0.2298584,0.021270752,0.0021266937
a,92314394178206,-2.4921875,-9.34375,-0.16040039
b,92314358299361,198.75,2.0996094,-316.0
w,92314353430592,0.20532227,0.0010633469,0.00957489
a,92314404278206,-2.5097656,-9.2109375,-0.23693848
b,92314368399361,198.75,2.0996094,-315.5
w,92314363530592,0.0904541,-0.01701355,0.008506775
a,92314414378206,-2.5292969,-9.3984375,-0.33276367
b,92314378499361,198.75,2.0996094,-315.5
w,92314373630592,-0.030853271,-0.03616333,0.00957489
a,92314424478206,-2.5371094,-9.6640625,-0.38061523
b,92314388599361,198.125,2.0996094,-315.5
w,92314383730592,-0.07659912,-0.044677734,0.008506775
a,92314434578206,-2.5273438,-9.796875,-0.39257812
b,92314398699361,199.0,1.7998047,-315.25
w,92314393830592,-0.03616333,-0.032989502,-0.0021266937
a,92314444678206,-2.5390625,-9.65625,-0.4453125
b,92314408799361,199.0,1.7998047,-315.25
w,92314403930592,0.025527954,-0.008506775,-0.011703491
a,92314454778206,-2.5507812,-9.484375,-0.53125
b,92314418899361,197.75,2.6992188,-315.5
w,92314414030592,0.065979004,0.00957489,-0.011703491
a,92314464878206,-2.6132812,-9.5,-0.61035156
b,92314428999361,197.75,2.6992188,-315.5
w,92314424130592,0.065979004,0.020217896,-0.015960693
a,92314474978206,-2.5605469,-9.5,-0.6582031
b,92314439099361,197.75,2.0996094,-315.5
w,92314434230592,0.04574585,0.02659607,-0.013832092
a,92314485078206,-2.5273438,-9.3671875,-0.55029297
b,92314449199361,197.75,2.0996094,-315.5
w,92314444330592,0.030853271,0.03829956,-0.0
a,92314495178206,-2.5371094,-9.3046875,-0.48828125
b,92314459299361,199.0,2.0996094,-315.75
w,92314454430592,0.007446289,0.05001831,0.0021266937
a,92314505278206,-2.5390625,-9.34375,-0.4572754
b,92314469399361,199.0,2.0996094,-315.75
w,92314464530592,-0.035095215,0.048950195,0.0063819885
a,92314515378206,-2.5390625,-9.4140625,-0.37817383
b,92314479499361,197.5,2.6992188,-314.5
w,92314474630592,-0.07873535,0.03616333,0.018081665
a,92314525478206,-2.5039062,-9.4609375,-0.33276367
b,92314489599361,198.75,2.6992188,-315.0
w,92314484730592,-0.09893799,0.032989502,0.02659607
a,92314535578206,-2.484375,-9.515625,-0.28955078
b,92314499699361,198.75,2.6992188,-315.0
w,92314494830592,-0.08618164,0.023406982,0.0340271
a,92314545678206,-2.5175781,-9.5703125,-0.093322754
b,92314509799361,198.125,2.3984375,-316.0
w,92314504930592,-0.060638428,0.0042533875,0.04043579
a,92314555778206,-2.5253906,-9.5234375,0.057434082
b,92314519899361,198.125,2.3984375,-316.0
w,92314515030592,-0.04788208,-0.011703491,0.03829956
a,92314565878206,-2.5078125,-9.4921875,0.0670166
b,92314529999361,198.25,1.1992188,-317.0
w,92314525130592,-0.03616333,-0.020217896,0.0340271
a,92314575978206,-2.5722656,-9.59375,0.16992188
b,92314540099361,198.25,1.1992188,-317.0
w,92314535230592,-0.0287323,-0.03829956,0.027664185
a,92314586078206,-2.6132812,-9.7578125,0.39257812
b,92314550199361,199.125,2.0996094,-315.5
w,92314545330592,-0.022338867,-0.0680542,0.022338867
a,92314596178206,-2.6015625,-9.84375,0.46679688
b,92314560299361,199.125,2.0996094,-315.5
w,92314555430592,-0.010635376,-0.07873535,0.008506775
a,92314606278206,-2.5488281,-9.890625,0.36621094
b,92314570399361,199.125,2.6992188,-314.25
w,92314565530592,-0.008506775,-0.08831787,-0.015960693
a,92314616378206,-2.4980469,-9.7578125,0.28710938
b,92314580499361,199.125,2.6992188,-314.25
w,92314575630592,-0.035095215,-0.11383057,-0.0287323
a,92314626478206,-2.484375,-9.5859375,0.21057129
b,92314590599361,197.5,1.7998047,-315.75
w,92314585730592,-0.08935547,-0.12768555,-0.035095215
a,92314636578206,-2.5449219,-9.625,0.33276367
b,92314600699361,198.75,2.0996094,-315.0
w,92314595830592,-0.17663574,-0.16601562,-0.041503906
a,92314646678206,-2.5175781,-9.75,0.32788086
b,92314610799361,198.75,2.0996094,-315.0
w,92314605930592,-0.25854492,-0.20422363,-0.044677734
a,92314656778206,-2.4765625,-9.8828125,0.19628906
b,92314620899361,197.875,2.3984375,-315.75
w,92314616030592,-0.296875,-0.2319336,-0.052124023
a,92314666878206,-2.4980469,-9.9453125,0.19628906
b,92314630999361,197.875,2.3984375,-315.75
w,92314626130592,-0.2553711,-0.25952148,-0.0574646
a,92314676978206,-2.515625,-9.8359375,0.32299805
b,92314641099361,197.75,2.6992188,-316.75
w,92314636230592,-0.15856934,-0.29052734,-0.0574646
a,92314687078206,-2.5058594,-9.7578125,0.34472656
b,92314651199361,197.75,2.6992188,-316.75
w,92314646330592,-0.08300781,-0.3095703,-0.07019043
a,92314697178206,-2.5878906,-9.859375,0.24414062
b,92314661299361,199.25,2.0996094,-315.75
w,92314656430592,-0.041503906,-0.33203125,-0.09893799
a,92314707278206,-2.5800781,-9.9140625,0.17236328
b,92314671399361,199.25,2.0996094,-315.75
w,92314666530592,-0.00957489,-0.36816406,-0.1159668
a,92314717378206,-2.4980469,-9.9140625,0.25854492
b,92314681499361,197.5,1.5,-314.0
w,92314676630592,0.021270752,-0.41381836,-0.12237549
a,92314727478206,-2.4648438,-9.9140625,0.2680664
b,92314691599361,199.0,2.3984375,-315.25
w,92314686730592,0.030853271,-0.43725586,-0.14355469
a,92314737578206,-2.4785156,-9.78125,0.33496094
b,92314701699361,199.0,2.3984375,-315.25
w,92314696830592,-0.0287323,-0.4819336,-0.16381836
a,92314747678206,-2.359375,-9.5234375,0.31835938
b,92314711799361,198.125,1.7998047,-314.25
w,92314706930592,-0.1149292,-0.5361328,-0.16809082
a,92314757778206,-2.2871094,-9.3046875,0.3088379
b,92314721899361,198.125,1.7998047,-314.25
w,92314717030592,-0.26708984,-0.58496094,-0.18188477
a,92314767878206,-2.296875,-9.3359375,0.43310547
b,92314731999361,198.625,1.5,-316.5
w,92314727130592,-0.44677734,-0.64697266,-0.19787598
a,92314777978206,-2.3066406,-9.6015625,0.49072266
b,92314742099361,198.625,1.5,-316.5
w,92314737230592,-0.57666016,-0.7182617,-0.19897461
a,92314788078206,-2.3066406,-9.6015625,0.49072266
b,92314752199361,199.5,2.0996094,-313.75
w,92314747330592,-0.6147461,-0.77978516,-0.21704102
a,92314798178206,-2.296875,-9.875,0.5
b,92314762299361,199.5,2.0996094,-313.75
w,92314757430592,-0.54589844,-0.83740234,-0.23620605
a,92314808278206,-2.2695312,-10.109375,0.51953125
b,92314772399361,198.25,2.3984375,-315.25
w,92314767530592,-0.43310547,-0.87646484,-0.24902344
a,92314818378206,-2.2265625,-10.203125,0.31835938
b,92314782499361,199.625,1.7998047,-315.75
w,92314777630592,-0.43310547,-0.87646484,-0.24902344
a,92314828478206,-2.2324219,-10.125,0.16516113
b,92314792599361,199.625,1.7998047,-315.75
w,92314787730592,-0.3203125,-0.89697266,-0.26708984
a,92314838578206,-2.2734375,-10.0,0.028717041
b,92314802699361,198.625,2.0996094,-315.75
w,92314797830592,-0.2319336,-0.90966797,-0.2775879
a,92314848678206,-2.2773438,-9.8984375,0.01914978
b,92314812799361,198.625,2.0996094,-315.75
w,92314807930592,-0.19152832,-0.9086914,-0.28930664
a,92314858778206,-2.3066406,-9.7734375,0.03829956
b,92314822899361,198.75,2.0996094,-315.0
w,92314818030592,-0.20324707,-0.8935547,-0.30639648
a,92314868878206,-2.3164062,-9.7421875,-0.052642822
b,92314832999361,198.75,2.0996094,-315.0
w,92314828130592,-0.21166992,-0.87646484,-0.30737305
a,92314878978206,-2.3085938,-9.8671875,-0.22973633
b,92314843099361,200.5,1.1992188,-314.25
w,92314838230592,-0.20532227,-0.86279297,-0.30639648
a,92314889078206,-2.296875,-9.96875,-0.18432617
b,92314853199361,200.5,1.1992188,-314.25
w,92314848330592,-0.17126465,-0.85546875,-0.31274414
a,92314899178206,-2.3359375,-9.7890625,-0.052642822
b,92314863299361,198.25,1.7998047,-315.75
w,92314858430592,-0.12023926,-0.8618164,-0.29882812
a,92314909278206,-2.3378906,-9.7421875,-0.114868164
b,92314873399361,198.25,1.7998047,-315.75
w,92314868530592,-0.031921387,-0.8574219,-0.28710938
a,92314919378206,-2.3789062,-9.9453125,-0.31591797
b,92314883499361,199.625,3.0,-316.5
w,92314878630592,0.039367676,-0.85839844,-0.3010254
a,92314929478206,-2.3886719,-10.0234375,-0.37329102
b,92314893599361,198.75,3.2988281,-315.0
w,92314888730592,0.10211182,-0.8798828,-0.30419922
a,92314939578206,-2.3339844,-9.7734375,-0.39257812
b,92314903699361,198.75,3.2988281,-315.0
w,92314898830592,0.14892578,-0.8881836,-0.28930664
a,92314949678206,-2.3066406,-9.375,-0.33984375
b,92314913799361,199.75,1.7998047,-316.0
w,92314908930592,0.15100098,-0.8959961,-0.2775879
a,92314959778206,-2.296875,-9.265625,-0.35424805
b,92314923899361,199.75,1.7998047,-316.0
w,92314919030592,0.09466553,-0.8959961,-0.27661133
a,92314969878206,-2.2851562,-9.3828125,-0.46923828
b,92314933999361,199.25,3.2988281,-318.25
w,92314929130592,-0.00957489,-0.8935547,-0.28295898
a,92314979978206,-2.2207031,-9.4140625,-0.63671875
b,92314944099361,199.25,3.2988281,-318.25
w,92314939230592,-0.11810303,-0.88720703,-0.28393555
a,92314990078206,-2.2226562,-9.421875,-0.7397461
b,92314954199361,200.375,3.0,-319.5
w,92314949330592,-0.21911621,-0.8701172,-0.27539062
a,92315000178206,-2.2167969,-9.3984375,-0.74902344
b,92314964299361,200.375,3.0,-319.5
w,92314959430592,-0.32128906,-0.8671875,-0.26708984
a,92315010278206,-2.1152344,-9.4609375,-0.69189453
b,92314974399361,200.125,2.3984375,-319.0
w,92314969530592,-0.3713379,-0.8574219,-0.25854492
a,92315020378206,-2.1113281,-9.5703125,-0.5576172
b,92314984499361,199.625,3.2988281,-317.0
w,92314979630592,-0.3564453,-0.8491211,-0.25219727
a,92315030478206,-2.09375,-9.6328125,-0.5649414
b,92314994599361,199.625,3.2988281,-317.0
w,92314989730592,-0.2915039,-0.84814453,-0.24902344
a,92315040578206,-2.0625,-9.609375,-0.60791016
b,92315004699361,199.5,2.6992188,-319.0
w,92314999830592,-0.20007324,-0.8510742,-0.25
a,92315050678206,-2.046875,-9.53125,-0.4309082
b,92315014799361,199.5,2.6992188,-319.0
w,92315009930592,-0.121276855,-0.85839844,-0.23730469
a,92315060778206,-2.0546875,-9.4375,-0.5263672
b,92315024899361,199.125,2.6992188,-317.25
w,92315020030592,-0.07659912,-0.8671875,-0.22338867
a,92315070878206,-2.0195312,-9.4375,-0.64160156
b,92315034999361,199.125,2.6992188,-317.25
w,92315030130592,-0.06384277,-0.88964844,-0.2244873
a,92315080978206,-1.8984375,-9.3046875,-0.69189453
b,92315045099361,198.75,3.0,-319.0
w,92315040230592,-0.12237549,-0.9116211,-0.21704102
a,92315091078206,-1.8691406,-9.2421875,-0.6152344
b,92315055199361,198.75,3.0,-319.0
w,92315050330592,-0.24475098,-0.91064453,-0.20532227
a,92315101178206,-1.9580078,-9.078125,-0.2775879
b,92315065299361,199.5,3.2988281,-319.0
w,92315060430592,-0.4309082,-0.9267578,-0.20214844
a,92315111278206,-1.9726562,-9.0078125,-0.13879395
b,92315075399361,199.5,2.3984375,-319.0
w,92315070530592,-0.61572266,-0.94677734,-0.20007324
a,92315121378206,-1.9296875,-9.46875,-0.20825195
b,92315085499361,199.5,2.3984375,-319.0
w,92315080630592,-0.7373047,-0.9628906,-0.21594238
a,92315131478206,-1.8691406,-9.9921875,-0.3972168
b,92315095599361,200.625,2.3984375,-318.25
w,92315090730592,-0.7680664,-0.9873047,-0.23400879
a,92315141578206,-1.7353516,-10.171875,-0.32788086
b,92315105699361,200.625,2.3984375,-318.25
w,92315100830592,-0.6586914,-1.0166016,-0.22558594
a,92315151678206,-1.71875,-9.9609375,-0.17712402
b,92315115799361,199.75,2.0996094,-319.75
w,92315110930592,-0.49145508,-1.0224609,-0.21813965
a,92315161778206,-1.7304688,-9.6640625,-0.22497559
b,92315125899361,199.75,2.0996094,-319.75
w,92315121030592,-0.39575195,-1.0136719,-0.22338867
a,92315171878206,-1.7568359,-9.6328125,-0.20349121
b,92315135999361,200.375,2.3984375,-317.5
w,92315131130592,-0.38720703,-1.0136719,-0.2265625
a,92315181978206,-1.7421875,-9.703125,-0.1315918
b,92315146099361,200.375,2.3984375,-317.5
w,92315141230592,-0.42016602,-1.015625,-0.21704102
a,92315192078206,-1.7617188,-9.6484375,-0.24414062
b,92315156199361,200.5,2.0996094,-318.0
w,92315151330592,-0.43188477,-1.015625,-0.20959473
a,92315202178206,-1.7089844,-9.703125,-0.5361328
b,92315166299361,200.125,3.5996094,-319.75
w,92315161430592,-0.40844727,-1.0146484,-0.21069336
a,92315212278206,-1.6992188,-9.8984375,-0.5097656
b,92315176399361,200.125,3.5996094,-319.75
w,92315171530592,-0.4033203,-1.0263672,-0.20959473
a,92315222378206,-1.7714844,-9.7421875,-0.34936523
b,92315186499361,201.5,1.5,-317.25
w,92315181630592,-0.4404297,-1.0478516,-0.19897461
a,92315232478206,-1.7402344,-9.5546875,-0.51464844
b,92315196599361,201.5,1.5,-317.25
w,92315191730592,-0.4597168,-1.0625,-0.1850586
a,92315242578206,-1.6396484,-9.71875,-0.7397461
b,92315206699361,200.375,2.0996094,-318.75
w,92315201830592,-0.46289062,-1.0732422,-0.19360352
a,92315252678206,-1.5869141,-9.6875,-0.8208008
b,92315216799361,200.375,2.0996094,-318.75
w,92315211930592,-0.44995117,-1.0878906,-0.19042969
a,92315262778206,-1.5820312,-9.6796875,-0.7919922
b,92315226899361,200.5,2.6992188,-320.25
w,92315222030592,-0.38720703,-1.0957031,-0.18615723
a,92315272878206,-1.6083984,-9.59375,-0.9692383
b,92315236999361,200.5,2.6992188,-320.25
w,92315232130592,-0.35107422,-1.0859375,-0.19787598
a,92315282978206,-1.5771484,-9.5546875,-1.2177734
b,92315247099361,202.0,2.0996094,-317.0
w,92315242230592,-0.31176758,-1.0791016,-0.18933105
a,92315293078206,-1.5751953,-9.6953125,-1.0888672
b,92315257199361,202.0,2.0996094,-317.0
w,92315252330592,-0.26489258,-1.0830078,-0.17346191
a,92315303178206,-1.5839844,-9.828125,-1.0195312
b,92315267299361,200.375,3.0,-317.5
w,92315262430592,-0.21276855,-1.0996094,-0.17346191
a,92315313278206,-1.5537109,-10.046875,-0.93115234
b,92315277399361,201.875,2.6992188,-319.75
w,92315272530592,-0.13513184,-1.1220703,-0.1776123
a,92315323378206,-1.6015625,-9.734375,-0.57177734
b,92315287499361,201.875,2.6992188,-319.75
w,92315282630592,-0.1149292,-1.1669922,-0.17871094
a,92315333478206,-1.5703125,-9.296875,-0.51708984
b,92315297599361,202.375,3.2988281,-319.5
w,92315292730592,-0.1809082,-1.1982422,-0.1809082
a,92315343578206,-1.5361328,-9.1875,-0.8305664
b,92315307699361,202.375,3.2988281,-319.5
w,92315302830592,-0.36694336,-1.2070312,-0.19470215
a,92315353678206,-1.4814453,-9.3515625,-0.89990234
b,92315317799361,201.5,2.3984375,-320.25
w,92315312930592,-0.61572266,-1.2304688,-0.19152832
a,92315363778206,-1.4765625,-9.2578125,-1.0195312
b,92315327899361,201.5,2.3984375,-320.25
w,92315323030592,-0.84277344,-1.2382812,-0.17980957
a,92315373878206,-1.4863281,-9.359375,-1.1748047
b,92315337999361,201.875,2.3984375,-318.0
w,92315333130592,-0.9736328,-1.2275391,-0.16491699
a,92315383978206,-1.6035156,-9.640625,-0.9980469
b,92315348099361,201.875,2.3984375,-318.0
w,92315343230592,-1.0302734,-1.2373047,-0.14782715
a,92315394078206,-1.7617188,-9.5546875,-0.9863281
b,92315358199361,201.5,2.3984375,-319.0
w,92315353330592,-1.0283203,-1.25,-0.14355469
a,92315404178206,-1.6943359,-9.4140625,-1.3759766
b,92315368299361,201.875,2.6992188,-319.0
w,92315363430592,-0.9477539,-1.2333984,-0.15319824
a,92315414278206,-1.6230469,-9.625,-1.6943359
b,92315378399361,201.875,2.6992188,-319.0
w,92315373530592,-0.8574219,-1.2021484,-0.16174316
a,92315424378206,-1.7568359,-9.765625,-1.7451172
b,92315388499361,202.75,1.5,-317.5
w,92315383630592,-0.7636719,-1.1835938,-0.15856934
a,92315434478206,-1.8720703,-9.609375,-1.9941406
b,92315398599361,202.75,1.5,-317.5
w,92315393730592,-0.62353516,-1.1464844,-0.1574707
a,92315444578206,-1.890625,-9.46875,-2.2109375
b,92315408699361,202.25,2.0996094,-319.0
w,92315403830592,-0.5126953,-1.1015625,-0.16491699
a,92315454678206,-1.9335938,-9.5703125,-2.3027344
b,92315418799361,202.25,2.0996094,-319.0
w,92315413930592,-0.4404297,-1.0634766,-0.15002441
a,92315464778206,-1.9775391,-9.828125,-2.3007812
b,92315428899361,202.75,1.7998047,-318.25
w,92315424030592,-0.35327148,-1.0302734,-0.1340332
a,92315474878206,-1.9863281,-9.5625,-2.1113281
b,92315438999361,202.75,1.7998047,-318.25
w,92315434130592,-0.28930664,-1.0009766,-0.13720703
a,92315484978206,-1.9863281,-9.5625,-2.1113281
b,92315449099361,203.25,1.7998047,-318.5
w,92315444230592,-0.28710938,-0.95947266,-0.15209961
