Sample Time [ns],Sensor Type,val1,val2,val3
92432969022522,2,197.5,6,-329.5
92432958912906,3,-0.80126953,1.171875,0.09790039
92433000098521,1,-1.3837891,-8.6328125,-0.37573242
92432979022522,2,196.875,7.1992188,-327.75
92432968912906,3,-0.6616211,1.3085938,0.11279297
92433009998521,1,-0.7680664,-8.484375,-0.2705078
92432989022522,2,196.875,7.1992188,-327.75
92432978912906,3,-0.5703125,1.3925781,0.11383057
92433019898521,1,-0.22021484,-8.6875,-0.11730957
92432999022522,2,198.375,6.5976562,-327.5
92432988912906,3,-0.47143555,1.4443359,0.12976074
92433029798521,1,-0.14123535,-9.90625,-0.17712402
92433009022522,2,197.875,5.3984375,-327.75
92432998912906,3,-0.1340332,1.5371094,0.117004395
92433039698521,1,-0.6894531,-11.734375,0.2536621
92433019022522,2,197.875,5.3984375,-327.75
92433008912906,3,0.2319336,1.5839844,0.09790039
92433049598521,1,-1.2226562,-11.8125,0.8496094
92433029022522,2,197.875,6.5976562,-326
92433018912906,3,0.62646484,1.5605469,0.109558105
92433059498521,1,-1.8095703,-11.3359375,1.3164062
92433039022522,2,197.875,6.5976562,-326
92433028912906,3,0.9628906,1.5751953,0.11065674
92433069398521,1,-2.3964844,-11.234375,1.09375
92433049022522,2,197,6.296875,-328.75
92433038912906,3,0.9013672,1.6103516,0.0574646
92433079298521,1,-2.4921875,-10.8046875,1.1464844
92433059022522,2,197,6.296875,-328.75
92433048912906,3,0.55078125,1.6191406,0.029785156
92433089198521,1,-2.2539062,-9.2578125,0.99316406
92433069022522,2,196.375,6,-326.25
92433058912906,3,0.119140625,1.6884766,0.030853271
92433099098521,1,-2.0429688,-8.9765625,1.0888672
92433079022522,2,196.375,6,-326.25
92433068912906,3,-0.28295898,1.6992188,-0.060638428
92433108998521,1,-1.6416016,-9.875,1.8193359
92433089022522,2,197.25,5.6992188,-325.5
92433078912906,3,-0.67041016,1.5927734,-0.1394043
92433118898521,1,-1.3740234,-10.75,2.0800781
92433099022522,2,197.25,5.6992188,-325.5
92433088912906,3,-0.6640625,1.5400391,-0.15002441
92433128798521,1,-1.6279297,-11.703125,2.3222656
92433109022522,2,196.125,6.8984375,-325.5
92433098912906,3,-0.31713867,1.4755859,-0.14038086
92433138698521,1,-1.7832031,-11.46875,2.4296875
92433119022522,2,196.375,6.8984375,-325
92433108912906,3,0.027664185,1.3398438,-0.09362793
92433148598521,1,-1.6611328,-10.5234375,2.1230469
92433129022522,2,196.375,6.8984375,-325
92433118912906,3,0.2319336,1.1962891,-0.05001831
92433158498521,1,-1.6943359,-10.0234375,1.7236328
92433139022522,2,195.875,6.5976562,-325.5
92433128912906,3,0.121276855,1.0605469,-0.030853271
92433168398521,1,-1.921875,-9.9296875,1.2207031
92433149022522,2,195.875,6.5976562,-325.5
92433138912906,3,-0.23510742,0.95214844,-0.02659607
92433178298521,1,-2.0703125,-10.1796875,1.0507812
92433159022522,2,196.375,6.8984375,-323.25
92433148912906,3,-0.5541992,0.86816406,-0.05001831
92433188198521,1,-2.2421875,-10.5,0.7084961
92433169022522,2,196.375,6.8984375,-323.25
92433158912906,3,-0.7104492,0.8232422,-0.07659912
92433198098521,1,-2.6328125,-10.5390625,0.2512207
92433179022522,2,195.875,6.296875,-323.5
92433168912906,3,-0.6381836,0.8491211,-0.119140625
92433207998521,1,-2.6738281,-10.8125,0.06222534
92433189022522,2,195.875,6.296875,-323.5
92433178912906,3,-0.4020996,0.87353516,-0.18188477
92433217898521,1,-2.2851562,-10.875,-0.0335083
92433199022522,2,195,6.296875,-323.25
92433188912906,3,-0.07763672,0.88720703,-0.2298584
92433227798521,1,-1.8291016,-10.484375,-0.11730957
92433209022522,2,195.25,6,-322
92433198912906,3,0.3203125,0.9404297,-0.24047852
92433237698521,1,-1.4648438,-9.21875,0.028717041
92433219022522,2,195.25,6,-322
92433208912906,3,0.61279297,0.99609375,-0.24157715
92433247598521,1,-1.0820312,-8.0234375,0.14123535
92433229022522,2,194.125,6.296875,-322.5
92433218912906,3,0.703125,1.0400391,-0.22021484
92433257498521,1,-0.9477539,-7.59375,0
92433239022522,2,194.125,6.296875,-322.5
92433228912906,3,0.5488281,1.0673828,-0.18188477
92433267398521,1,-1.0458984,-7.5742188,-0.07897949
92433249022522,2,194.5,5.6992188,-321.75
92433238912906,3,0.2861328,1.0917969,-0.10003662
92433277298521,1,-1.328125,-7.9023438,0.03111267
92433259022522,2,194.5,5.6992188,-321.75
92433248912906,3,0.06384277,1.125,0.020217896
92433287198521,1,-1.5703125,-8.375,0.071777344
92433269022522,2,192.75,6.296875,-323.5
92433258912906,3,-0.09680176,1.1640625,0.14257812
92433297098521,1,-1.7714844,-8.7578125,-0.32299805
92433279022522,2,192.75,6.296875,-323.5
92433268912906,3,-0.18933105,1.2412109,0.22558594
92433306998521,1,-2.1679688,-9.8828125,-0.052642822
92433289022522,2,193.375,6.296875,-321.75
92433278912906,3,-0.19360352,1.2626953,0.25952148
92433316898521,1,-2.4492188,-10.8671875,0.5288086
92433299022522,2,193,6.5976562,-321.75
92433288912906,3,-0.20532227,1.2167969,0.27441406
92433326798521,1,-2.3886719,-10.9921875,0.6699219
92433309022522,2,193,6.5976562,-321.75
92433298912906,3,-0.14355469,1.1992188,0.24572754
92433336698521,1,-2.1757812,-10.5703125,0.54345703
92433319022522,2,192.75,6,-320
92433308912906,3,-0.061706543,1.2021484,0.19677734
92433346598521,1,-1.9648438,-9.953125,0.5551758
92433329022522,2,192.75,6,-320
92433318912906,3,-0.1159668,1.1748047,0.15209961
92433356498521,1,-1.8505859,-9.53125,0.7397461
92433339022522,2,193.625,6.5976562,-319.75
92433328912906,3,-0.25219727,1.1298828,0.14685059
92433366398521,1,-2,-9.7109375,1.0556641
92433349022522,2,193.625,6.5976562,-319.75
92433338912906,3,-0.36279297,1.0878906,0.1574707
92433376298521,1,-2.1757812,-10.1953125,1.421875
92433359022522,2,192.5,5.6992188,-320.25
92433348912906,3,-0.38305664,1.0410156,0.1776123
92433386198521,1,-2.1972656,-10.625,1.6708984
92433369022522,2,192.5,5.6992188,-320.25
92433358912906,3,-0.25854492,0.99902344,0.21496582
92433396098521,1,-1.9384766,-10.421875,0.7753906
92433379022522,2,193.25,5.0976562,-318.5
92433368912906,3,-0.022338867,1.0136719,0.25854492
92433405998521,1,-1.5722656,-9.4609375,-0.69873047
92433389022522,2,192.5,5.6992188,-319
92433378912906,3,0.27026367,1.1152344,0.30004883
92433415898521,1,-1.6728516,-9.609375,-0.4260254
92433399022522,2,192.5,5.6992188,-319
92433388912906,3,0.54345703,1.1689453,0.28833008
92433425798521,1,-1.9248047,-10.296875,0.5336914
92433409022522,2,192.375,4.1992188,-320.5
92433398912906,3,0.54589844,1.1308594,0.24475098
92433435698521,1,-2.0957031,-10.59375,1.0078125
92433419022522,2,192.375,4.1992188,-320.5
92433408912906,3,0.49047852,1.0830078,0.2265625
92433445598521,1,-2.2109375,-10.3671875,1.1132812
92433429022522,2,193,5.6992188,-319.5
92433418912906,3,0.46069336,1.0263672,0.20959473
92433455498521,1,-2.2441406,-10,1.0820312
92433439022522,2,193,5.6992188,-319.5
92433428912906,3,0.3618164,0.9404297,0.19897461
92433465398521,1,-2.2089844,-9.8515625,1.2871094
92433449022522,2,192,4.5,-319.5
92433438912906,3,0.21911621,0.8330078,0.20532227
92433475298521,1,-2.2324219,-9.953125,1.5888672
92433459022522,2,192,4.5,-319.5
92433448912906,3,0.12768555,0.73828125,0.20959473
92433485198521,1,-2.1796875,-9.8984375,1.8144531
92433469022522,2,192.5,5.6992188,-317.25
92433458912906,3,0.15319824,0.68408203,0.20751953
92433495098521,1,-2.0488281,-9.9453125,1.8408203
92433479022522,2,192.5,4.796875,-318.5
92433468912906,3,0.26489258,0.6777344,0.21704102
92433504998521,1,-1.8955078,-9.828125,1.2158203
92433489022522,2,192.5,4.796875,-318.5
92433478912906,3,0.3383789,0.6958008,0.22241211
92433514898521,1,-1.9794922,-9.9140625,0.69873047
92433499022522,2,191.875,5.0976562,-320.25
92433488912906,3,0.41064453,0.70751953,0.2298584
92433524798521,1,-2.2070312,-10.3828125,0.9238281
92433509022522,2,191.875,5.0976562,-320.25
92433498912906,3,0.5263672,0.63427734,0.23083496
92433534698521,1,-2.2070312,-10.3828125,0.9238281
92433519022522,2,193.375,5.0976562,-320.5
92433508912906,3,0.63183594,0.5498047,0.2084961
92433544598521,1,-2.2539062,-10.5859375,1.3212891
92433529022522,2,193.375,5.0976562,-320.5
92433518912906,3,0.67871094,0.4946289,0.1809082
92433554498521,1,-2.3476562,-10.28125,1.5244141
92433539022522,2,191.875,5.6992188,-320.25
92433528912906,3,0.6455078,0.40966797,0.1595459
92433564398521,1,-2.3515625,-9.75,1.6064453
92433549022522,2,191.875,5.6992188,-320.25
92433538912906,3,0.6455078,0.40966797,0.1595459
92433574298521,1,-2.2304688,-9.3984375,1.5751953
92433559022522,2,192.875,5.3984375,-320.25
92433548912906,3,0.51904297,0.29785156,0.15319824
92433584198521,1,-2.1269531,-9.484375,1.5292969
92433569022522,2,192.875,5.3984375,-320.25
92433558912906,3,0.37353516,0.1850586,0.16381836
92433594098521,1,-2.0898438,-9.828125,1.7070312
92433579022522,2,192.375,5.3984375,-320.5
92433568912906,3,0.30859375,0.07659912,0.1776123
92433603998521,1,-2.0820312,-10.203125,1.8691406
92433589022522,2,192.75,5.6992188,-323
92433578912906,3,0.3552246,0.0010633469,0.20007324
92433613898521,1,-1.9648438,-10.125,1.6279297
92433599022522,2,192.75,5.6992188,-323
92433588912906,3,0.42456055,-0.01701355,0.2064209
92433623798521,1,-1.6494141,-9.140625,0.34472656
92433609022522,2,193.75,5.6992188,-320
92433598912906,3,0.3618164,0.08831787,0.18933105
92433633698521,1,-2.0527344,-8.734375,-0.17468262
92433619022522,2,193.75,5.6992188,-320
92433608912906,3,0.17016602,0.13830566,0.12768555
92433643598521,1,-2.4882812,-10.0625,0.23937988
92433629022522,2,192.75,5.3984375,-321.25
92433618912906,3,-0.17443848,0.04043579,0.041503906
92433653498521,1,-2.8046875,-11.3359375,0.54785156
92433639022522,2,192.75,5.3984375,-321.25
92433628912906,3,-0.59375,-0.0287323,0.014892578
92433663398521,1,-2.8046875,-11.359375,0.72265625
92433649022522,2,193.25,5.6992188,-321.5
92433638912906,3,-0.7861328,-0.04360962,0.027664185
92433673298521,1,-2.5253906,-10.5234375,1.1777344
92433659022522,2,193.25,5.6992188,-321.5
92433648912906,3,-0.81152344,-0.030853271,0.01701355
92433683198521,1,-2.4882812,-10.09375,1.6396484
92433669022522,2,192.875,5.6992188,-319.75
92433658912906,3,-0.85839844,-0.031921387,-0.011703491
92433693098521,1,-2.7109375,-10.28125,1.8408203
92433679022522,2,193.75,4.796875,-320.5
92433668912906,3,-1.0087891,-0.0904541,-0.046813965
92433702998521,1,-2.6992188,-10.6484375,1.8427734
92433689022522,2,193.75,4.796875,-320.5
92433678912906,3,-1.0566406,-0.16174316,-0.0670166
92433712898521,1,-2.4609375,-10.921875,1.6367188
92433699022522,2,193,5.3984375,-317.5
92433688912906,3,-0.890625,-0.18725586,-0.08300781
92433722798521,1,-2.2695312,-10.7421875,1.1748047
92433709022522,2,193,5.3984375,-317.5
92433698912906,3,-0.609375,-0.15637207,-0.10003662
92433732698521,1,-2.2929688,-10.3984375,0.99316406
92433719022522,2,192.25,5.3984375,-316.75
92433708912906,3,-0.31713867,-0.119140625,-0.10211182
92433742598521,1,-2.4179688,-10.3671875,1.2060547
92433729022522,2,192.25,5.3984375,-316.75
92433718912906,3,-0.09466553,-0.11383057,-0.10638428
92433752498521,1,-2.4335938,-10.1875,1.3925781
92433739022522,2,192.375,4.796875,-318.75
92433728912906,3,0.039367676,-0.10003662,-0.117004395
92433762398521,1,-2.3183594,-9.703125,1.5820312
92433749022522,2,192.375,4.796875,-318.75
92433738912906,3,0.15209961,-0.07446289,-0.11383057
92433772298521,1,-2.1289062,-9.3515625,1.6201172
92433759022522,2,192.25,5.3984375,-319
92433748912906,3,0.21594238,-0.030853271,-0.1149292
92433782198521,1,-2.1113281,-9.328125,1.5654297
92433769022522,2,192.75,5.3984375,-318.75
92433758912906,3,0.19580078,0.010635376,-0.119140625
92433792098521,1,-2.1425781,-9.3984375,1.4238281
92433779022522,2,192.75,5.3984375,-318.75
92433768912906,3,0.13830566,0.0340271,-0.109558105
92433801998521,1,-2.0957031,-9.4296875,1.2470703
92433789022522,2,192.5,5.6992188,-317.25
92433778912906,3,0.12976074,0.056396484,-0.08508301
92433811898521,1,-2.0859375,-9.5390625,1.2373047
92433799022522,2,192.5,5.6992188,-317.25
92433788912906,3,0.16174316,0.07019043,-0.07232666
92433821798521,1,-2.09375,-9.828125,1.3427734
92433809022522,2,192.375,5.3984375,-319.5
92433798912906,3,0.2010498,0.06488037,-0.060638428
92433831698521,1,-2.0195312,-9.859375,1.2324219
92433819022522,2,192.375,5.3984375,-319.5
92433808912906,3,0.23937988,0.08404541,-0.04043579
92433841598521,1,-1.9316406,-9.65625,1.1298828
92433829022522,2,192.375,5.3984375,-319.5
92433818912906,3,0.2722168,0.11383057,-0.024475098
92433851498521,1,-1.9482422,-9.65625,1.1796875
92433839022522,2,192.375,5.3984375,-319.5
92433828912906,3,0.27124023,0.11065674,-0.018081665
92433861398521,1,-1.9580078,-9.6640625,1.2177734
92433849022522,2,193,5.6992188,-318.25
92433838912906,3,0.23083496,0.10748291,-0.020217896
92433871298521,1,-1.9335938,-9.625,1.1367188
92433859022522,2,192.375,5.3984375,-320
92433848912906,3,0.2084961,0.12023926,-0.014892578
92433881198521,1,-1.9580078,-9.6796875,1.09375
92433869022522,2,192.375,5.3984375,-320
92433858912906,3,0.2064209,0.12451172,-0.02659607
92433891098521,1,-2.0175781,-9.96875,0.95996094
92433879022522,2,193.25,6,-319
92433868912906,3,0.2010498,0.10852051,-0.04360962
92433900998521,1,-2.0585938,-10.1640625,0.78515625
92433889022522,2,193.25,6,-319
92433878912906,3,0.20959473,0.08721924,-0.05105591
92433910898521,1,-2.0195312,-10.1171875,0.71777344
92433899022522,2,192.25,5.6992188,-319
92433888912906,3,0.25317383,0.060638428,-0.059570312
92433920798521,1,-1.9677734,-10,0.7397461
92433909022522,2,192.25,5.6992188,-319
92433898912906,3,0.28393555,0.0340271,-0.06488037
92433930698521,1,-1.9267578,-9.78125,0.7705078
92433919022522,2,192.375,5.3984375,-320.5
92433908912906,3,0.2553711,0.0063819885,-0.06488037
92433940598521,1,-1.9052734,-9.5234375,0.6845703
92433929022522,2,192.375,5.3984375,-320.5
92433918912906,3,0.17236328,-0.023406982,-0.059570312
92433950498521,1,-1.8623047,-9.5234375,0.64160156
92433939022522,2,193.375,6,-320.5
92433928912906,3,0.0680542,-0.054260254,-0.0670166
92433960398521,1,-1.7949219,-9.625,0.60546875
92433949022522,2,193.375,6,-320.5
92433938912906,3,-0.007446289,-0.08087158,-0.07550049
92433970298521,1,-1.7929688,-9.75,0.6723633
92433959022522,2,191.875,5.6992188,-320.25
92433948912906,3,-0.012763977,-0.09576416,-0.07550049
92433980198521,1,-1.8642578,-9.78125,0.8183594
92433969022522,2,192.875,5.3984375,-321
92433958912906,3,0.024475098,-0.0904541,-0.08300781
92433990098521,1,-1.9365234,-9.7890625,0.89746094
92433979022522,2,192.875,5.3984375,-321
92433968912906,3,0.07550049,-0.08087158,-0.09466553
92433999998521,1,-1.921875,-9.7109375,0.8017578
92433989022522,2,192.25,6.296875,-320.25
92433978912906,3,0.111694336,-0.07342529,-0.10638428
92434009898521,1,-1.8886719,-9.71875,0.69384766
92433999022522,2,192.25,6.296875,-320.25
92433988912906,3,0.14782715,-0.07342529,-0.1149292
92434019798521,1,-1.8164062,-9.75,0.6796875
92434009022522,2,192,5.6992188,-321.25
92433998912906,3,0.15319824,-0.08618164,-0.11279297
92434029698521,1,-1.8027344,-9.6484375,0.7993164
92434019022522,2,192,5.6992188,-321.25
92434008912906,3,0.15002441,-0.10321045,-0.09362793
92434039598521,1,-1.7783203,-9.6484375,1.1367188
92434029022522,2,193.625,6,-322.75
92434018912906,3,0.15637207,-0.121276855,-0.07446289
92434049498521,1,-1.6943359,-9.5390625,1.3261719
92434039022522,2,193.625,6,-322.75
92434028912906,3,0.10852051,-0.1340332,-0.08087158
92434059398521,1,-1.6328125,-9.4453125,1.3115234
92434049022522,2,191.5,6,-321
92434038912906,3,0.07446289,-0.14685059,-0.08831787
92434069298521,1,-1.6367188,-9.5078125,1.3691406
92434059022522,2,192.5,6.296875,-321.5
92434048912906,3,0.01701355,-0.15856934,-0.10003662
92434079198521,1,-1.6230469,-9.4453125,1.2783203
92434069022522,2,192.5,6.296875,-321.5
92434058912906,3,-0.15527344,-0.1809082,-0.12866211
92434089098521,1,-1.5605469,-9.40625,0.8569336
92434079022522,2,192.375,6,-320
92434068912906,3,-0.38720703,-0.1829834,-0.1361084
92434098998521,1,-1.6152344,-9.6875,0.6796875
92434089022522,2,192.375,6,-320
92434078912906,3,-0.5839844,-0.19152832,-0.13085938
92434108898521,1,-1.6035156,-10.0078125,0.8496094
92434099022522,2,192,6.296875,-320.5
92434088912906,3,-0.6958008,-0.22241211,-0.13293457
92434118798521,1,-1.5917969,-10.296875,1.2158203
92434109022522,2,192,6.296875,-320.5
92434098912906,3,-0.6455078,-0.25,-0.12658691
92434128698521,1,-1.6015625,-10.6015625,1.4765625
92434119022522,2,192,6,-320
92434108912906,3,-0.4489746,-0.2734375,-0.14038086
92434138598521,1,-1.59375,-10.84375,1.59375
92434129022522,2,192,6,-320
92434118912906,3,-0.19580078,-0.31176758,-0.1809082
92434148498521,1,-1.5869141,-10.6796875,1.6845703
92434139022522,2,191.875,4.796875,-318.5
92434128912906,3,0.031921387,-0.36816406,-0.20751953
92434158398521,1,-1.5673828,-10.1484375,1.8046875
92434149022522,2,191.875,6,-318
92434138912906,3,0.1159668,-0.4416504,-0.22875977
92434168298521,1,-1.4648438,-9.6171875,1.5751953
92434159022522,2,191.875,6,-318
92434148912906,3,-0.042541504,-0.48413086,-0.27124023
92434178198521,1,-1.5839844,-9.609375,1.0625
92434169022522,2,191.375,6,-318.25
92434158912906,3,-0.38183594,-0.5073242,-0.32348633
92434188098521,1,-1.7138672,-10.15625,0.87841797
92434179022522,2,191.375,6,-318.25
92434168912906,3,-0.7158203,-0.5830078,-0.35424805
92434197998521,1,-1.6513672,-10.75,1.1152344
92434189022522,2,191.375,6,-318.75
92434178912906,3,-0.9277344,-0.66259766,-0.36816406
92434207898521,1,-1.5820312,-10.9453125,1.4863281
92434199022522,2,191.375,6,-318.75
92434188912906,3,-0.9448242,-0.7104492,-0.39160156
92434217798521,1,-1.65625,-11.109375,1.6845703
92434209022522,2,191.375,5.0976562,-318.25
92434198912906,3,-0.77441406,-0.7519531,-0.4182129
92434227698521,1,-1.8623047,-11.296875,1.6708984
92434219022522,2,191.375,5.0976562,-318.25
92434208912906,3,-0.5488281,-0.80126953,-0.46166992
92434237598521,1,-1.9775391,-11.1328125,1.2832031
92434229022522,2,191.625,5.3984375,-318.75
92434218912906,3,-0.31054688,-0.84033203,-0.49365234
92434247698521,1,-1.8378906,-10.5078125,1.0458984
92434239122522,2,190.625,5.3984375,-320
92434229012906,3,-0.10638428,-0.8754883,-0.50439453
92434257798521,1,-1.8378906,-10.5078125,1.0458984
92434249222522,2,190.625,5.3984375,-320
92434239112906,3,0.013832092,-0.89697266,-0.5019531
92434267898521,1,-1.6103516,-9.84375,0.9692383
92434259322522,2,190.25,5.6992188,-318.75
92434249212906,3,0.037231445,-0.91064453,-0.5029297
92434277998521,1,-1.4384766,-9.546875,1.0126953
92434269422522,2,190.25,5.6992188,-318.75
92434259312906,3,-0.030853271,-0.9116211,-0.50439453
92434288098521,1,-1.2421875,-9.4921875,1.0771484
92434279522522,2,190.25,6.5976562,-317.5
92434269412906,3,-0.030853271,-0.9116211,-0.50439453
92434298198521,1,-1.2421875,-9.53125,0.95751953
92434289622522,2,190.25,6.5976562,-317.5
92434279512906,3,-0.1574707,-0.890625,-0.5
92434308298521,1,-1.3710938,-9.4609375,0.7133789
92434299722522,2,191.375,5.3984375,-318.75
92434289612906,3,-0.2626953,-0.8754883,-0.47460938
92434318398521,1,-1.4482422,-9.5234375,0.7133789
92434309822522,2,191.375,5.3984375,-318.75
92434299712906,3,-0.28076172,-0.8852539,-0.43725586
92434328498521,1,-1.5322266,-9.453125,0.9453125
92434319922522,2,190.25,5.3984375,-319.5
92434309812906,3,-0.23400879,-0.90771484,-0.40112305
92434338598521,1,-1.6152344,-9.515625,0.9145508
92434330022522,2,190.25,6.296875,-318.75
92434319912906,3,-0.12548828,-0.9194336,-0.36499023
92434348698521,1,-1.6513672,-9.7421875,0.7109375
92434340122522,2,190.25,6.296875,-318.75
92434330012906,3,-0.011703491,-0.92333984,-0.34350586
92434358798521,1,-1.5839844,-9.75,0.8208008
92434350222522,2,189.625,5.6992188,-317.5
92434340112906,3,0.029785156,-0.9511719,-0.32226562
92434368898521,1,-1.4931641,-9.15625,0.87109375
92434360322522,2,189.625,5.6992188,-317.5
92434350212906,3,-0.0340271,-0.98535156,-0.296875
92434378998521,1,-1.4335938,-9.0078125,0.63916016
92434370422522,2,189.625,6,-317
92434360312906,3,-0.14147949,-1.0126953,-0.2722168
92434389098521,1,-1.4003906,-9.171875,0.49780273
92434380522522,2,189.625,6,-317
92434370412906,3,-0.30639648,-1.0576172,-0.26489258
92434399198521,1,-1.3095703,-9.46875,0.30151367
92434390622522,2,191.375,6,-318.75
92434380512906,3,-0.40966797,-1.0957031,-0.24902344
92434409298521,1,-1.2158203,-10.0234375,0.04547119
92434400722522,2,191.375,6,-318.75
92434390612906,3,-0.38500977,-1.1015625,-0.23730469
92434419398521,1,-1.1826172,-10.265625,0.07421875
92434410822522,2,190,5.6992188,-318.75
92434400712906,3,-0.29052734,-1.0976562,-0.23303223
92434429498521,1,-1.2011719,-10.2421875,0.2607422
92434420922522,2,190,5.6992188,-318.75
92434410812906,3,-0.119140625,-1.0976562,-0.22241211
92434439598521,1,-1.2519531,-10.296875,0.47143555
92434431022522,2,191.5,6,-318
92434420912906,3,0.07763672,-1.1171875,-0.22875977
92434449698521,1,-1.3095703,-10.6640625,0.4404297
92434441122522,2,190.625,5.6992188,-320
92434431012906,3,0.25952148,-1.1533203,-0.24255371
92434459798521,1,-1.3447266,-10.84375,0.13635254
92434451222522,2,190.625,5.6992188,-320
92434441112906,3,0.41381836,-1.1796875,-0.24902344
92434469898521,1,-1.3378906,-10.5625,0.12445068
92434461322522,2,190.25,6.8984375,-319.5
92434451212906,3,0.54248047,-1.1894531,-0.24255371
92434479998521,1,-1.2373047,-10.171875,0.33496094
92434471422522,2,190.25,6.8984375,-319.5
92434461312906,3,0.5649414,-1.1865234,-0.24047852
92434490098521,1,-1.1914062,-10.0546875,0.34228516
92434481522522,2,191.625,6.8984375,-320
92434471412906,3,0.45532227,-1.1621094,-0.25317383
92434500198521,1,-1.1484375,-10.3359375,0.31103516
92434491622522,2,191.625,6.8984375,-320
92434481512906,3,0.28393555,-1.1416016,-0.25854492
92434510298521,1,-1.0644531,-10.546875,0.47143555
92434501722522,2,190.625,6.5976562,-321.25
92434491612906,3,0.12237549,-1.1201172,-0.23400879
92434520398521,1,-1.1416016,-10.4765625,0.6245117
92434511822522,2,190.625,6.5976562,-321.25
92434501712906,3,-0.054260254,-1.0810547,-0.20751953
92434530498521,1,-1.2587891,-10.1328125,0.2536621
92434521922522,2,191.875,6.5976562,-322
92434511812906,3,-0.30737305,-1.0390625,-0.2084961
92434540598521,1,-1.2539062,-10.0390625,-0.04067993
92434532022522,2,191,6.8984375,-321.75
92434521912906,3,-0.53515625,-1.0097656,-0.21276855
92434550698521,1,-1.0390625,-10.3359375,-0.12683105
92434542122522,2,191,6.8984375,-321.75
92434532012906,3,-0.6191406,-0.97558594,-0.19787598
92434560798521,1,-0.6796875,-10.2109375,-0.06463623
92434552222522,2,190.25,7.1992188,-320.5
92434542112906,3,-0.5498047,-0.93310547,-0.1850586
92434570898521,1,-0.20349121,-9.96875,-0.4140625
92434562322522,2,190.25,7.1992188,-320.5
92434552212906,3,-0.35107422,-0.88623047,-0.20324707
92434580998521,1,0.16748047,-9.265625,-0.5527344
92434572422522,2,191.5,6.8984375,-319.75
92434562312906,3,-0.1829834,-0.8754883,-0.19677734
92434591098521,1,0.30151367,-8.4921875,-0.36621094
92434582522522,2,191.5,6.8984375,-319.75
92434572412906,3,-0.06274414,-0.89990234,-0.15209961
92434601198521,1,0.08135986,-8.390625,-0.03111267
92434592622522,2,190.75,6,-321.5
92434582512906,3,-0.014892578,-0.94677734,-0.10852051
92434611298521,1,-0.17712402,-8.2421875,-0.04067993
92434602722522,2,190.75,6,-321.5
92434592612906,3,-0.12976074,-1.0136719,-0.07873535
92434621398521,1,-0.28955078,-8.421875,-0.28710938
92434612822522,2,192.25,5.6992188,-321.5
92434602712906,3,-0.23620605,-1.0761719,-0.031921387
92434631498521,1,-0.1484375,-8.8671875,-0.9477539
92434622922522,2,191.875,6,-321
92434612812906,3,-0.4128418,-1.0917969,0.0010633469
92434641598521,1,-0.057434082,-9.0703125,-1.1826172
92434633022522,2,191.875,6,-321
92434622912906,3,-0.5732422,-1.0830078,0.025527954
92434651698521,1,-0.12445068,-9.34375,-0.93603516
92434643122522,2,191.125,6,-319.75
92434633012906,3,-0.63183594,-1.0527344,0.042541504
92434661798521,1,-0.4189453,-10.03125,-0.9741211
92434653222522,2,191.125,6,-319.75
92434643112906,3,-0.54785156,-1.0214844,0.04360962
92434671898521,1,-0.6508789,-10.296875,-1.2158203
92434663322522,2,192.875,5.6992188,-319.75
92434653212906,3,-0.35205078,-0.98828125,0.05319214
92434681998521,1,-0.75634766,-10.25,-1.1054688
92434673422522,2,192.875,5.6992188,-319.75
92434663312906,3,-0.1340332,-0.96191406,0.06274414
92434692098521,1,-1.0078125,-10.265625,-1.0410156
92434683522522,2,192,6.5976562,-320.5
92434673412906,3,-0.039367676,-0.9404297,0.08618164
92434702198521,1,-1.2158203,-10.0859375,-1.2324219
92434693622522,2,192,6.5976562,-320.5
92434683512906,3,-0.10638428,-0.9086914,0.119140625
92434712298521,1,-1.1005859,-10.0546875,-1.1962891
92434703722522,2,193.75,6.5976562,-319.5
92434693612906,3,-0.23937988,-0.8779297,0.12451172
92434722398521,1,-0.7109375,-10.25,-0.69189453
92434713822522,2,192.75,6,-320
92434703712906,3,-0.3947754,-0.88183594,0.12451172
92434732498521,1,-0.32299805,-10.5390625,-0.6699219
92434723922522,2,192.75,6,-320
92434713812906,3,-0.51464844,-0.86376953,0.08508301
92434742598521,1,-0.14355469,-10.671875,-0.7324219
92434734022522,2,193.375,6.8984375,-320.5
92434723912906,3,-0.5839844,-0.8417969,0.014892578
92434752698521,1,-0.10772705,-10.46875,-0.7158203
92434744122522,2,193.375,6.8984375,-320.5
92434734012906,3,-0.56689453,-0.8310547,0.005317688
92434762798521,1,-0.19628906,-10.3203125,-0.6176758
92434754222522,2,194.5,6.296875,-319.5
92434744112906,3,-0.43188477,-0.81152344,0.01914978
92434772898521,1,-0.25610352,-10.234375,-0.7036133
92434764322522,2,194.5,6.296875,-319.5
92434754212906,3,-0.25219727,-0.78515625,0.035095215
92434782998521,1,-0.21777344,-10.1484375,-0.66796875
92434774422522,2,193.375,5.3984375,-319.5
92434764312906,3,-0.121276855,-0.7680664,0.03829956
92434793098521,1,-0.17468262,-10.1875,-0.6533203
92434784522522,2,193.375,5.3984375,-319.5
92434774412906,3,-0.00957489,-0.77685547,0.03829956
92434803198521,1,-0.32080078,-10.1328125,-0.6435547
92434794622522,2,195.125,5.3984375,-320.5
92434784512906,3,0.044677734,-0.77441406,0.05001831
